fatigue,1.0759560648962772,2.6952
soreness,1.1140321829582023,2.6038
stress,1.1879435321880722,2.6017
sleepQuality,1.0304755414089084,3.2847
nutrition,0.925771755375788,3.4335
hydration,0.9681781597114835,3.2203
overall,0.9614850502020437,3.1983
sleepQuantity,1.6034290864679865,7.2887
