createdAt,COUNT(aup.parameterId),parameterId,gpIntValue
2015-12-25,2,498,4.00000000
2015-12-25,5,614,6500.00000000
2015-12-26,12,492,2.33333333
2015-12-26,12,493,2.08333333
2015-12-26,12,494,1.66666667
2015-12-26,12,495,3.83333333
2015-12-26,6,496,3.50000000
2015-12-26,8,497,3.50000000
2015-12-26,9,498,3.77777778
2015-12-26,12,614,8208.33333333
2015-12-27,5,492,2.70000000
2015-12-27,5,493,2.60000000
2015-12-27,5,494,2.00000000
2015-12-27,5,495,3.40000000
2015-12-27,4,496,3.62500000
2015-12-27,3,497,3.50000000
2015-12-27,3,498,3.66666667
2015-12-27,5,614,7900.00000000
2015-12-28,18,492,2.33333333
2015-12-28,17,493,1.94117647
2015-12-28,16,494,1.75000000
2015-12-28,18,495,3.58333333
2015-12-28,10,496,3.00000000
2015-12-28,10,497,3.50000000
2015-12-28,13,498,3.61538462
2015-12-28,17,614,7676.47058824
2015-12-29,17,492,2.52941176
2015-12-29,17,493,2.35294118
2015-12-29,17,494,2.17647059
2015-12-29,19,495,3.26315789
2015-12-29,12,496,3.41666667
2015-12-29,8,497,3.62500000
2015-12-29,10,498,3.70000000
2015-12-29,18,614,7750.00000000
2015-12-30,10,492,2.80000000
2015-12-30,10,493,2.80000000
2015-12-30,10,494,2.10000000
2015-12-30,11,495,3.72727273
2015-12-30,7,496,3.57142857
2015-12-30,8,497,3.12500000
2015-12-30,6,498,3.00000000
2015-12-30,9,614,8500.00000000
2015-12-31,16,492,2.62500000
2015-12-31,16,493,2.62500000
2015-12-31,16,494,1.93750000
2015-12-31,17,495,3.17647059
2015-12-31,10,496,3.50000000
2015-12-31,9,497,3.55555556
2015-12-31,11,498,3.27272727
2015-12-31,16,614,7593.75000000
2016-01-01,4,492,2.25000000
2016-01-01,4,493,2.00000000
2016-01-01,4,494,1.25000000
2016-01-01,5,495,3.00000000
2016-01-01,1,496,3.00000000
2016-01-01,2,497,3.50000000
2016-01-01,3,498,3.00000000
2016-01-01,4,614,8750.00000000
2016-01-02,4,492,2.25000000
2016-01-02,4,493,2.50000000
2016-01-02,4,494,1.50000000
2016-01-02,4,495,4.25000000
2016-01-02,4,496,3.25000000
2016-01-02,4,497,3.00000000
2016-01-02,2,498,4.50000000
2016-01-02,3,614,8500.00000000
2016-01-03,3,492,2.00000000
2016-01-03,3,493,3.33333333
2016-01-03,3,494,2.66666667
2016-01-03,3,495,4.00000000
2016-01-03,2,496,3.00000000
2016-01-03,1,497,3.00000000
2016-01-03,1,498,4.00000000
2016-01-03,3,614,7666.66666667
2016-01-04,11,492,2.45454545
2016-01-04,11,493,1.90909091
2016-01-04,11,494,1.90909091
2016-01-04,13,495,3.76923077
2016-01-04,7,496,3.42857143
2016-01-04,7,497,3.42857143
2016-01-04,8,498,3.50000000
2016-01-04,11,614,8272.72727273
2016-01-05,8,492,2.50000000
2016-01-05,8,493,2.62500000
2016-01-05,8,494,1.37500000
2016-01-05,11,495,3.36363636
2016-01-05,6,496,4.16666667
2016-01-05,4,497,3.25000000
2016-01-05,6,498,3.66666667
2016-01-05,8,614,7687.50000000
2016-01-06,10,492,2.50000000
2016-01-06,10,493,2.60000000
2016-01-06,10,494,2.10000000
2016-01-06,14,495,3.50000000
2016-01-06,4,496,3.50000000
2016-01-06,5,497,2.80000000
2016-01-06,5,498,3.80000000
2016-01-06,10,614,8200.00000000
2016-01-07,12,492,2.50000000
2016-01-07,12,493,2.45833333
2016-01-07,12,494,2.25000000
2016-01-07,14,495,3.71428571
2016-01-07,7,496,3.28571429
2016-01-07,5,497,3.40000000
2016-01-07,7,498,3.71428571
2016-01-07,12,614,7500.00000000
2016-01-08,22,492,2.81818182
2016-01-08,22,493,2.63636364
2016-01-08,22,494,2.13636364
2016-01-08,23,495,3.04347826
2016-01-08,17,496,3.00000000
2016-01-08,10,497,3.20000000
2016-01-08,10,498,3.20000000
2016-01-08,21,614,6880.95238095
2016-01-09,5,492,2.90000000
2016-01-09,5,493,2.70000000
2016-01-09,5,494,1.40000000
2016-01-09,5,495,4.00000000
2016-01-09,4,496,4.25000000
2016-01-09,2,497,3.50000000
2016-01-09,2,498,4.00000000
2016-01-09,5,614,8100.00000000
2016-01-11,41,492,2.53658537
2016-01-11,41,493,2.34146341
2016-01-11,41,494,1.65853659
2016-01-11,44,495,3.27272727
2016-01-11,34,496,3.35294118
2016-01-11,19,497,3.21052632
2016-01-11,31,498,3.16129032
2016-01-11,46,614,6043.47826087
2016-01-12,31,492,3.03225806
2016-01-12,31,493,2.66129032
2016-01-12,31,494,1.96774194
2016-01-12,32,495,3.31250000
2016-01-12,25,496,3.72000000
2016-01-12,18,497,3.11111111
2016-01-12,19,498,3.39473684
2016-01-12,32,614,6695.31250000
2016-01-13,4,492,2.00000000
2016-01-13,4,493,2.50000000
2016-01-13,4,494,2.25000000
2016-01-13,4,495,4.50000000
2016-01-13,3,496,3.66666667
2016-01-13,3,497,4.00000000
2016-01-13,2,498,5.00000000
2016-01-13,4,614,7375.00000000
2016-01-14,50,492,2.38000000
2016-01-14,51,493,2.43137255
2016-01-14,51,494,1.98039216
2016-01-14,53,495,3.24528302
2016-01-14,36,496,3.13888889
2016-01-14,29,497,3.10344828
2016-01-14,29,498,3.44827586
2016-01-14,53,614,6481.13207547
2016-01-15,28,492,2.85714286
2016-01-15,28,493,2.53571429
2016-01-15,26,494,2.34615385
2016-01-15,29,495,3.27586207
2016-01-15,22,496,3.31818182
2016-01-15,23,497,3.00000000
2016-01-15,24,498,3.00000000
2016-01-15,28,614,6875.00000000
2016-01-17,2,492,4.50000000
2016-01-17,2,493,4.00000000
2016-01-17,2,494,2.00000000
2016-01-17,2,495,4.50000000
2016-01-17,2,496,3.50000000
2016-01-17,2,614,9000.00000000
2016-01-18,46,492,2.11956522
2016-01-18,46,493,1.90217391
2016-01-18,46,494,2.14130435
2016-01-18,46,495,3.15217391
2016-01-18,30,496,3.45000000
2016-01-18,31,497,3.35483871
2016-01-18,25,498,3.48000000
2016-01-18,50,614,6140.00000000
2016-01-19,56,492,2.64285714
2016-01-19,56,493,2.17857143
2016-01-19,56,494,2.58928571
2016-01-19,56,495,2.91071429
2016-01-19,43,496,3.18604651
2016-01-19,32,497,3.12500000
2016-01-19,33,498,3.03030303
2016-01-19,55,614,6700.00000000
2016-01-20,5,492,2.20000000
2016-01-20,5,493,2.00000000
2016-01-20,5,494,3.20000000
2016-01-20,5,495,3.00000000
2016-01-20,5,496,4.00000000
2016-01-20,5,497,3.60000000
2016-01-20,1,498,5.00000000
2016-01-20,5,614,6000.00000000
2016-01-21,53,492,2.64150943
2016-01-21,53,493,2.47169811
2016-01-21,53,494,2.50943396
2016-01-21,53,495,2.77358491
2016-01-21,38,496,3.31578947
2016-01-21,29,497,3.00000000
2016-01-21,24,498,3.29166667
2016-01-21,57,614,5815.78947368
2016-01-22,28,492,3.07142857
2016-01-22,28,493,2.89285714
2016-01-22,28,494,2.67857143
2016-01-22,32,495,3.09375000
2016-01-22,20,496,3.40000000
2016-01-22,16,497,3.18750000
2016-01-22,17,498,3.11764706
2016-01-22,28,614,6107.14285714
2016-01-23,1,492,2.00000000
2016-01-23,1,493,2.00000000
2016-01-23,1,494,3.00000000
2016-01-23,1,495,5.00000000
2016-01-23,1,496,1.00000000
2016-01-23,1,497,2.00000000
2016-01-23,1,498,3.00000000
2016-01-23,1,614,9000.00000000
2016-01-24,1,492,2.00000000
2016-01-24,1,493,2.00000000
2016-01-24,1,494,2.00000000
2016-01-24,1,495,4.00000000
2016-01-24,1,496,3.00000000
2016-01-24,1,497,4.00000000
2016-01-24,1,498,4.00000000
2016-01-24,1,614,8000.00000000
2016-01-25,44,492,2.13636364
2016-01-25,44,493,1.90909091
2016-01-25,44,494,2.27272727
2016-01-25,46,495,2.93478261
2016-01-25,36,496,3.50000000
2016-01-25,26,497,3.30769231
2016-01-25,28,498,3.39285714
2016-01-25,47,614,5978.72340426
2016-01-26,34,492,2.73529412
2016-01-26,33,493,2.27272727
2016-01-26,33,494,2.75757576
2016-01-26,36,495,3.16666667
2016-01-26,24,496,3.33333333
2016-01-26,18,497,3.00000000
2016-01-26,22,498,3.22727273
2016-01-26,35,614,6361.42857143
2016-01-27,11,492,2.36363636
2016-01-27,11,493,2.27272727
2016-01-27,11,494,2.72727273
2016-01-27,12,495,2.91666667
2016-01-27,10,496,3.80000000
2016-01-27,10,497,3.40000000
2016-01-27,6,498,3.50000000
2016-01-27,12,614,6541.66666667
2016-01-28,56,492,2.31250000
2016-01-28,55,493,2.28181818
2016-01-28,55,494,2.41818182
2016-01-28,55,495,2.97272727
2016-01-28,42,496,3.15476190
2016-01-28,37,497,3.16216216
2016-01-28,37,498,3.12162162
2016-01-28,59,614,6288.13559322
2016-01-29,37,492,3.02702703
2016-01-29,37,493,3.00000000
2016-01-29,36,494,2.75000000
2016-01-29,37,495,2.64864865
2016-01-29,30,496,3.33333333
2016-01-29,19,497,2.94736842
2016-01-29,21,498,2.90476190
2016-01-29,37,614,6608.10810811
2016-01-30,4,492,2.25000000
2016-01-30,4,493,2.50000000
2016-01-30,4,494,2.25000000
2016-01-30,4,495,3.50000000
2016-01-30,3,496,4.00000000
2016-01-30,2,497,3.50000000
2016-01-30,3,498,4.00000000
2016-01-30,4,614,7750.00000000
2016-02-01,47,492,2.19148936
2016-02-01,47,493,2.14893617
2016-02-01,47,494,2.61702128
2016-02-01,47,495,3.10638298
2016-02-01,36,496,3.02777778
2016-02-01,33,497,2.78787879
2016-02-01,33,498,3.21212121
2016-02-01,50,614,6760.00000000
2016-02-02,47,492,2.36170213
2016-02-02,48,493,2.12500000
2016-02-02,49,494,2.63265306
2016-02-02,49,495,3.02040816
2016-02-02,38,496,3.39473684
2016-02-02,33,497,3.12121212
2016-02-02,30,498,3.13333333
2016-02-02,53,614,6688.67924528
2016-02-03,37,492,2.87837838
2016-02-03,37,493,3.31081081
2016-02-03,36,494,3.22222222
2016-02-03,37,495,3.79729730
2016-02-03,26,496,3.03846154
2016-02-03,23,497,2.73913043
2016-02-03,26,498,3.26923077
2016-02-03,37,614,7702.70270270
2016-02-04,31,492,2.67741935
2016-02-04,31,493,2.70967742
2016-02-04,31,494,2.41935484
2016-02-04,31,495,3.25806452
2016-02-04,23,496,3.60869565
2016-02-04,21,497,3.52380952
2016-02-04,21,498,3.52380952
2016-02-04,32,614,6859.37500000
2016-02-05,52,492,2.92307692
2016-02-05,51,493,3.14705882
2016-02-05,52,494,3.07692308
2016-02-05,52,495,3.18269231
2016-02-05,48,496,3.20833333
2016-02-05,45,497,2.80000000
2016-02-05,43,498,2.86046512
2016-02-05,52,614,6980.76923077
2016-02-06,4,492,2.00000000
2016-02-06,4,493,2.50000000
2016-02-06,4,494,2.75000000
2016-02-06,4,495,3.50000000
2016-02-06,4,496,4.00000000
2016-02-06,4,497,3.50000000
2016-02-06,4,498,4.00000000
2016-02-06,4,614,8500.00000000
2016-02-07,3,492,2.66666667
2016-02-07,3,493,2.33333333
2016-02-07,3,494,2.00000000
2016-02-07,3,495,4.66666667
2016-02-07,3,496,3.66666667
2016-02-07,3,497,4.33333333
2016-02-07,3,498,4.00000000
2016-02-07,3,614,9333.33333333
2016-02-08,22,492,2.04545455
2016-02-08,22,493,1.86363636
2016-02-08,22,494,2.50000000
2016-02-08,22,495,3.22727273
2016-02-08,21,496,3.19047619
2016-02-08,20,497,3.25000000
2016-02-08,18,498,3.33333333
2016-02-08,23,614,6652.17391304
2016-02-09,26,492,2.61538462
2016-02-09,25,493,2.48000000
2016-02-09,25,494,2.32000000
2016-02-09,25,495,3.40000000
2016-02-09,26,496,3.57692308
2016-02-09,25,497,3.16000000
2016-02-09,26,498,3.42307692
2016-02-09,26,614,7057.69230769
2016-02-10,55,492,2.45454545
2016-02-10,56,493,2.20535714
2016-02-10,56,494,3.07142857
2016-02-10,56,495,3.25000000
2016-02-10,55,496,3.20000000
2016-02-10,55,497,2.83636364
2016-02-10,52,498,3.09615385
2016-02-10,57,614,7346.49122807
2016-02-11,13,492,2.46153846
2016-02-11,13,493,2.76923077
2016-02-11,13,494,2.61538462
2016-02-11,13,495,3.30769231
2016-02-11,12,496,3.75000000
2016-02-11,13,497,3.38461538
2016-02-11,11,498,3.36363636
2016-02-11,14,614,7178.57142857
2016-02-12,50,492,2.44000000
2016-02-12,50,493,2.44000000
2016-02-12,50,494,2.78000000
2016-02-12,50,495,2.98000000
2016-02-12,49,496,2.95918367
2016-02-12,48,497,2.82291667
2016-02-12,48,498,3.01041667
2016-02-12,51,614,6725.49019608
2016-02-13,1,492,1.00000000
2016-02-13,1,493,1.00000000
2016-02-13,1,494,2.00000000
2016-02-13,1,495,3.00000000
2016-02-13,1,496,3.00000000
2016-02-13,1,497,3.00000000
2016-02-13,1,498,3.00000000
2016-02-13,2,614,6500.00000000
2016-02-14,1,492,3.00000000
2016-02-14,1,493,3.00000000
2016-02-14,1,494,3.00000000
2016-02-14,1,495,5.00000000
2016-02-14,1,496,5.00000000
2016-02-14,1,497,3.00000000
2016-02-14,1,498,5.00000000
2016-02-14,1,614,9000.00000000
2016-02-15,17,492,2.23529412
2016-02-15,17,493,1.82352941
2016-02-15,17,494,1.64705882
2016-02-15,17,495,3.70588235
2016-02-15,17,496,3.35294118
2016-02-15,17,497,3.17647059
2016-02-15,17,498,3.64705882
2016-02-15,17,614,7676.47058824
2016-02-16,40,492,2.25000000
2016-02-16,40,493,2.21875000
2016-02-16,40,494,2.27500000
2016-02-16,40,495,3.15000000
2016-02-16,38,496,3.23026316
2016-02-16,37,497,3.24324324
2016-02-16,36,498,3.48611111
2016-02-16,44,614,6738.63636364
2016-02-17,37,492,2.81081081
2016-02-17,37,493,2.74324324
2016-02-17,37,494,2.87837838
2016-02-17,37,495,3.13513514
2016-02-17,37,496,2.98648649
2016-02-17,37,497,2.67567568
2016-02-17,37,498,2.95945946
2016-02-17,37,614,7277.02702703
2016-02-18,11,492,2.63636364
2016-02-18,11,493,3.00000000
2016-02-18,11,494,2.54545455
2016-02-18,11,495,3.72727273
2016-02-18,11,496,3.18181818
2016-02-18,11,497,3.27272727
2016-02-18,11,498,3.54545455
2016-02-18,13,614,7115.38461538
2016-02-19,41,492,2.54878049
2016-02-19,41,493,2.42682927
2016-02-19,41,494,2.45121951
2016-02-19,41,495,3.21951220
2016-02-19,41,496,3.34146341
2016-02-19,39,497,3.07692308
2016-02-19,39,498,3.17948718
2016-02-19,42,614,6702.38095238
2016-02-20,6,492,2.00000000
2016-02-20,6,493,2.16666667
2016-02-20,6,494,1.50000000
2016-02-20,6,495,3.66666667
2016-02-20,6,496,3.33333333
2016-02-20,6,497,3.50000000
2016-02-20,6,498,3.83333333
2016-02-20,6,614,8666.66666667
2016-02-21,1,492,4.00000000
2016-02-21,1,493,4.00000000
2016-02-21,1,494,3.00000000
2016-02-21,1,495,3.00000000
2016-02-21,1,496,3.00000000
2016-02-21,1,497,4.00000000
2016-02-21,1,498,3.00000000
2016-02-21,1,614,6000.00000000
2016-02-22,27,492,1.88888889
2016-02-22,27,493,1.80247037
2016-02-22,27,494,1.97530741
2016-02-22,27,495,3.32098889
2016-02-22,27,496,3.38271481
2016-02-22,26,497,3.28205000
2016-02-22,27,498,3.64197407
2016-02-22,29,614,7005.74712759
2016-02-23,61,492,2.50819672
2016-02-23,60,493,2.30833333
2016-02-23,60,494,2.75000000
2016-02-23,61,495,3.10655738
2016-02-23,60,496,3.36666667
2016-02-23,61,497,2.98360656
2016-02-23,60,498,3.15000000
2016-02-23,65,614,6796.15384615
2016-02-24,24,492,2.33333333
2016-02-24,24,493,2.43750000
2016-02-24,24,494,2.37500000
2016-02-24,24,495,2.81250000
2016-02-24,24,496,3.33333333
2016-02-24,24,497,3.22916667
2016-02-24,24,498,3.41666667
2016-02-24,18,614,7013.88888889
2016-02-25,47,492,2.38297872
2016-02-25,47,493,2.70212766
2016-02-25,48,494,2.80208333
2016-02-25,48,495,3.01041667
2016-02-25,49,496,3.18367347
2016-02-25,48,497,2.89583333
2016-02-25,49,498,3.14285714
2016-02-25,4,614,7250.00000000
2016-02-26,31,492,2.80107419
2016-02-26,31,493,2.61290323
2016-02-26,31,494,2.20430000
2016-02-26,31,495,3.04300968
2016-02-26,31,496,3.30645161
2016-02-26,30,497,3.26666667
2016-02-26,31,498,3.32258065
2016-02-26,7,614,6476.19047143
2016-02-27,7,492,2.42857143
2016-02-27,7,493,2.00000000
2016-02-27,7,494,2.00000000
2016-02-27,7,495,3.42857143
2016-02-27,7,496,3.57142857
2016-02-27,7,497,3.85714286
2016-02-27,7,498,3.57142857
2016-02-28,1,492,2.00000000
2016-02-28,1,493,2.00000000
2016-02-28,1,494,2.00000000
2016-02-28,1,495,4.00000000
2016-02-28,1,496,2.00000000
2016-02-28,1,497,3.00000000
2016-02-28,1,498,4.00000000
2016-02-29,67,492,2.07462687
2016-02-29,65,493,2.09230769
2016-02-29,67,494,2.68656716
2016-02-29,67,495,3.13432836
2016-02-29,68,496,3.26470588
2016-02-29,68,497,3.13235294
2016-02-29,67,498,3.30597015
2016-02-29,4,614,5500.00000000
2016-03-01,49,492,2.69897959
2016-03-01,49,493,2.50000000
2016-03-01,48,494,2.53645833
2016-03-01,49,495,3.12244898
2016-03-01,49,496,3.41326531
2016-03-01,49,497,3.30612245
2016-03-01,49,498,3.38775510
2016-03-02,52,492,2.35576923
2016-03-02,52,493,2.54807692
2016-03-02,52,494,2.29807692
2016-03-02,52,495,3.25000000
2016-03-02,52,496,3.30769231
2016-03-02,52,497,3.30769231
2016-03-02,50,498,3.20000000
2016-03-02,2,614,7500.00000000
2016-03-03,17,492,2.64705882
2016-03-03,17,493,2.70588235
2016-03-03,17,494,2.76470588
2016-03-03,17,495,3.11764706
2016-03-03,17,496,3.64705882
2016-03-03,17,497,3.76470588
2016-03-03,17,498,3.29411765
2016-03-04,47,492,2.50000000
2016-03-04,47,493,2.71276596
2016-03-04,47,494,2.82978723
2016-03-04,47,495,3.15957447
2016-03-04,47,496,3.20212766
2016-03-04,47,497,3.05319149
2016-03-04,47,498,2.93617021
2016-03-04,2,614,6250.00000000
2016-03-05,8,492,2.37500000
2016-03-05,8,493,2.50000000
2016-03-05,8,494,2.50000000
2016-03-05,8,495,2.87500000
2016-03-05,8,496,3.75000000
2016-03-05,8,497,3.12500000
2016-03-05,8,498,2.75000000
2016-03-06,3,492,3.00000000
2016-03-06,3,493,2.33333333
2016-03-06,3,494,2.66666667
2016-03-06,3,495,2.66666667
2016-03-06,3,496,3.66666667
2016-03-06,3,497,3.00000000
2016-03-06,3,498,2.66666667
2016-03-07,32,492,2.03125000
2016-03-07,32,493,2.04687500
2016-03-07,32,494,2.51562500
2016-03-07,32,495,3.28125000
2016-03-07,32,496,3.59375000
2016-03-07,32,497,3.37500000
2016-03-07,32,498,3.34375000
2016-03-08,41,492,2.10365854
2016-03-08,43,493,2.05232558
2016-03-08,43,494,2.54651163
2016-03-08,42,495,3.19047619
2016-03-08,42,496,3.61309524
2016-03-08,42,497,3.33333333
2016-03-08,42,498,3.39285714
2016-03-08,1,614,7500.00000000
2016-03-09,64,492,2.52343750
2016-03-09,64,493,2.47656250
2016-03-09,65,494,2.90000000
2016-03-09,65,495,3.00769231
2016-03-09,65,496,3.31538462
2016-03-09,65,497,3.10000000
2016-03-09,65,498,3.08461538
2016-03-10,54,492,2.47222222
2016-03-10,54,493,2.69444444
2016-03-10,53,494,2.31132075
2016-03-10,53,495,3.18867925
2016-03-10,52,496,3.59615385
2016-03-10,53,497,3.15094340
2016-03-10,53,498,3.42452830
2016-03-11,65,492,2.58461538
2016-03-11,66,493,2.64393939
2016-03-11,65,494,2.63076923
2016-03-11,66,495,3.21969697
2016-03-11,65,496,3.18461538
2016-03-11,66,497,3.13636364
2016-03-11,65,498,3.18461538
2016-03-12,8,492,2.12500000
2016-03-12,8,493,2.50000000
2016-03-12,8,494,1.87500000
2016-03-12,8,495,3.25000000
2016-03-12,8,496,4.00000000
2016-03-12,8,497,3.75000000
2016-03-12,8,498,3.37500000
2016-03-13,2,492,2.50000000
2016-03-13,2,493,3.50000000
2016-03-13,2,494,2.00000000
2016-03-13,2,495,4.50000000
2016-03-13,2,496,4.50000000
2016-03-13,2,497,4.50000000
2016-03-13,2,498,4.00000000
2016-03-14,52,492,2.36538462
2016-03-14,52,493,2.23461538
2016-03-14,51,494,2.52941176
2016-03-14,52,495,3.28461538
2016-03-14,52,496,3.66025577
2016-03-14,52,497,3.43653846
2016-03-14,52,498,3.48461538
2016-03-15,55,492,2.68181818
2016-03-15,56,493,2.53571429
2016-03-15,56,494,2.61607143
2016-03-15,56,495,3.02678571
2016-03-15,56,496,3.38392857
2016-03-15,56,497,3.25000000
2016-03-15,55,498,3.18181818
2016-03-16,34,492,2.41176471
2016-03-16,34,493,2.61764706
2016-03-16,34,494,2.58823529
2016-03-16,35,495,3.17142857
2016-03-16,35,496,3.54285714
2016-03-16,35,497,3.14285714
2016-03-16,35,498,3.35714286
2016-03-17,46,492,2.82608696
2016-03-17,47,493,3.04255319
2016-03-17,47,494,2.53191489
2016-03-17,47,495,3.15957447
2016-03-17,47,496,3.31914894
2016-03-17,47,497,3.21276596
2016-03-17,47,498,3.05319149
2016-03-18,32,492,2.73437500
2016-03-18,33,493,2.45454545
2016-03-18,31,494,2.59677419
2016-03-18,32,495,3.01562500
2016-03-18,32,496,3.48437500
2016-03-18,32,497,3.18750000
2016-03-18,32,498,3.07812500
2016-03-19,13,492,2.30769231
2016-03-19,13,493,2.19230769
2016-03-19,13,494,2.53846154
2016-03-19,13,495,2.88461538
2016-03-19,13,496,3.65384615
2016-03-19,13,497,3.46153846
2016-03-19,13,498,3.07692308
2016-03-20,6,492,2.16666667
2016-03-20,6,493,2.16666667
2016-03-20,6,494,2.00000000
2016-03-20,6,495,3.66666667
2016-03-20,6,496,3.66666667
2016-03-20,6,497,3.00000000
2016-03-20,6,498,3.33333333
2016-03-21,105,492,2.53809524
2016-03-21,107,493,2.27102804
2016-03-21,107,494,3.08567009
2016-03-21,109,495,3.11620826
2016-03-21,108,496,3.24228426
2016-03-21,109,497,3.06269083
2016-03-21,109,498,2.93730917
2016-03-22,64,492,2.31250000
2016-03-22,64,493,2.35937500
2016-03-22,63,494,2.62698413
2016-03-22,63,495,3.28571429
2016-03-22,63,496,3.50000000
2016-03-22,62,497,3.25806452
2016-03-22,61,498,3.37704918
2016-03-22,17,614,6823.52941176
2016-03-23,101,492,2.66831683
2016-03-23,102,493,2.50000000
2016-03-23,102,494,2.87254902
2016-03-23,102,495,3.16176471
2016-03-23,101,496,3.37623762
2016-03-23,102,497,3.23529412
2016-03-23,101,498,3.02970297
2016-03-23,10,614,7250.00000000
2016-03-24,54,492,2.49074074
2016-03-24,54,493,2.62962963
2016-03-24,54,494,2.47222222
2016-03-24,54,495,3.56481481
2016-03-24,54,496,3.78703704
2016-03-24,54,497,3.56481481
2016-03-24,55,498,3.52727273
2016-03-25,60,492,2.95000000
2016-03-25,61,493,2.83606557
2016-03-25,60,494,2.58333333
2016-03-25,61,495,3.14754098
2016-03-25,61,496,3.45901639
2016-03-25,61,497,3.11475410
2016-03-25,61,498,3.29508197
2016-03-25,9,614,6555.55555556
2016-03-26,31,492,2.96774194
2016-03-26,31,493,2.62903226
2016-03-26,31,494,2.33870968
2016-03-26,30,495,3.23333333
2016-03-26,31,496,3.29032258
2016-03-26,31,497,3.24193548
2016-03-26,31,498,3.24193548
2016-03-26,26,614,7653.84615385
2016-03-27,7,492,2.14285714
2016-03-27,7,493,1.85714286
2016-03-27,7,494,2.42857143
2016-03-27,7,495,3.57142857
2016-03-27,7,496,3.28571429
2016-03-27,7,497,3.14285714
2016-03-27,7,498,3.14285714
2016-03-27,6,614,7666.66666667
2016-03-28,78,492,2.06410256
2016-03-28,77,493,2.01948052
2016-03-28,76,494,2.21052632
2016-03-28,76,495,3.22368421
2016-03-28,76,496,3.39473684
2016-03-28,76,497,3.32894737
2016-03-28,76,498,3.39473684
2016-03-28,71,614,7281.69014085
2016-03-29,106,492,2.50000000
2016-03-29,106,493,2.37264151
2016-03-29,106,494,2.68396226
2016-03-29,107,495,3.39252336
2016-03-29,107,496,3.40654206
2016-03-29,107,497,3.20560748
2016-03-29,107,498,3.30841121
2016-03-29,98,614,7290.81632653
2016-03-30,67,492,2.87562239
2016-03-30,68,493,2.51470588
2016-03-30,67,494,2.65671642
2016-03-30,68,495,3.12745147
2016-03-30,67,496,3.56716418
2016-03-30,67,497,3.26865672
2016-03-30,67,498,3.23880597
2016-03-30,62,614,7244.62365645
2016-03-31,71,492,2.66901408
2016-03-31,71,493,2.84507042
2016-03-31,71,494,2.38028169
2016-03-31,70,495,3.57142857
2016-03-31,71,496,3.57042254
2016-03-31,71,497,3.41549296
2016-03-31,71,498,3.38028169
2016-03-31,69,614,7663.40579710
2016-04-01,76,492,2.82236842
2016-04-01,76,493,2.83552632
2016-04-01,77,494,2.46103896
2016-04-01,77,495,3.13636364
2016-04-01,76,496,3.41447368
2016-04-01,75,497,3.37333333
2016-04-01,76,498,3.26973684
2016-04-01,73,614,7462.32876712
2016-04-02,29,492,3.22413793
2016-04-02,29,493,2.93103448
2016-04-02,29,494,2.29310345
2016-04-02,28,495,3.21428571
2016-04-02,29,496,3.39655172
2016-04-02,29,497,3.17241379
2016-04-02,29,498,3.10344828
2016-04-02,25,614,7200.00000000
2016-04-03,6,492,2.16666667
2016-04-03,6,493,2.00000000
2016-04-03,6,494,1.66666667
2016-04-03,6,495,3.83333333
2016-04-03,6,496,3.16666667
2016-04-03,6,497,2.66666667
2016-04-03,6,498,3.16666667
2016-04-03,5,614,9300.00000000
2016-04-04,166,492,2.44578313
2016-04-04,165,493,2.35757576
2016-04-04,166,494,2.65060241
2016-04-04,166,495,3.11445783
2016-04-04,164,496,3.37195122
2016-04-04,165,497,3.23636364
2016-04-04,164,498,3.20731707
2016-04-04,163,614,6974.23312883
2016-04-05,150,492,2.51666667
2016-04-05,150,493,2.42333333
2016-04-05,149,494,2.68120805
2016-04-05,150,495,3.31333333
2016-04-05,149,496,3.40604027
2016-04-05,148,497,3.30067568
2016-04-05,147,498,3.16326531
2016-04-05,147,614,7461.56462585
2016-04-06,200,492,2.73000000
2016-04-06,199,493,2.80150754
2016-04-06,198,494,2.70202020
2016-04-06,200,495,3.34000000
2016-04-06,199,496,3.41206030
2016-04-06,197,497,3.23096447
2016-04-06,200,498,3.21250000
2016-04-06,192,614,7310.15625000
2016-04-07,118,492,2.64830508
2016-04-07,117,493,2.67094017
2016-04-07,116,494,2.75431034
2016-04-07,116,495,3.27586207
2016-04-07,116,496,3.42672414
2016-04-07,116,497,3.21982759
2016-04-07,116,498,3.18534483
2016-04-07,116,614,7129.31034483
2016-04-08,164,492,2.86890244
2016-04-08,163,493,2.74233129
2016-04-08,165,494,2.62121212
2016-04-08,164,495,3.32621951
2016-04-08,162,496,3.43827160
2016-04-08,162,497,3.26234568
2016-04-08,162,498,3.21296296
2016-04-08,160,614,7230.62500000
2016-04-09,46,492,3.01086957
2016-04-09,46,493,2.76086957
2016-04-09,46,494,2.33695652
2016-04-09,46,495,3.17391304
2016-04-09,46,496,3.28260870
2016-04-09,46,497,3.35869565
2016-04-09,46,498,3.13043478
2016-04-09,44,614,7318.18181818
2016-04-10,10,492,2.80000000
2016-04-10,10,493,2.30000000
2016-04-10,10,494,2.30000000
2016-04-10,10,495,3.60000000
2016-04-10,10,496,3.30000000
2016-04-10,10,497,2.90000000
2016-04-10,10,498,3.00000000
2016-04-10,10,614,7850.00000000
2016-04-11,225,492,2.41555556
2016-04-11,224,493,2.15178571
2016-04-11,226,494,2.59734513
2016-04-11,224,495,3.20312500
2016-04-11,225,496,3.46666667
