2017-10-04,2016-07-22,2016-07-23,2016-07-24,2016-07-25,2016-07-26,2016-07-27,2016-07-28,2016-07-29,2016-07-30,2016-07-31,2016-08-01,2016-08-02,2016-08-03,2016-08-04,2016-08-05,2016-08-06,2016-08-07,2016-08-08,2016-08-09,2016-08-10,2016-08-11,2016-08-12,2016-08-13,2016-08-14,2016-08-15,2016-08-16,2016-08-17,2016-08-18,2016-08-19,2016-08-20,2016-08-21,2016-08-22,2016-08-23,2016-08-24,2016-08-25,2016-08-26,2016-08-27,2016-08-28,2016-08-29,2016-08-30,2016-08-31,2016-09-01,2016-09-02,2016-09-03,2016-09-04,2016-09-05,2016-09-06,2016-09-07,2016-09-08,2016-09-09,2016-09-10,2016-09-11,2016-09-12,2016-09-13,2016-09-14,2016-09-15,2016-09-16,2016-09-17,2016-09-18,2016-09-19,2016-09-20,2016-09-21,2016-09-22,2016-09-23,2016-09-24,2016-09-25,2016-09-26,2016-09-27,2016-09-28,2016-09-29,2016-09-30,2016-10-01,2016-10-02,2016-10-03,2016-10-04,2016-10-05,2016-10-06,2016-10-07,2016-10-08,2016-10-09,2016-10-10,2016-10-11,2016-10-12,2016-10-13,2016-10-14,2016-10-15,2016-10-16,2016-10-17,2016-10-18,2016-10-19,2016-10-20,2016-10-21,2016-10-22,2016-10-23,2016-10-24,2016-10-25,2016-10-26,2016-10-27,2016-10-28,2016-10-29,2016-10-30,2016-10-31,2016-11-01,2016-11-02,2016-11-03,2016-11-04,2016-11-05,2016-11-06,2016-11-07,2016-11-08,2016-11-09,2016-11-10,2016-11-11,2016-11-12,2016-11-13,2016-11-14,2016-11-15,2016-11-16,2016-11-17,2016-11-18,2016-11-19,2016-11-20,2016-11-21,2016-11-22,2016-11-23,2016-11-24,2016-11-25,2016-11-26,2016-11-27,2016-11-28,2016-11-29,2016-11-30,2016-12-01,2016-12-02,2016-12-03,2016-12-04,2016-12-05,2016-12-06,2016-12-07,2016-12-08,2016-12-09,2016-12-10,2016-12-11,2016-12-12,2016-12-13,2016-12-14,2016-12-15,2016-12-16,2016-12-17,2016-12-18,2016-12-19,2016-12-20,2016-12-21,2016-12-22,2016-12-23,2016-12-24,2016-12-25,2016-12-26,2016-12-27,2016-12-28,2016-12-29,2016-12-30,2016-12-31,2017-01-01,2017-01-02,2017-01-03,2017-01-04,2017-01-05,2017-01-06,2017-01-07,2017-01-08,2017-01-09,2017-01-10,2017-01-11,2017-01-12,2017-01-13,2017-01-14,2017-01-15,2017-01-16,2017-01-17,2017-01-18,2017-01-19,2017-01-20,2017-01-21,2017-01-22,2017-01-23,2017-01-24,2017-01-25,2017-01-26,2017-01-27,2017-01-28,2017-01-29,2017-01-30,2017-01-31,2017-02-01,2017-02-02,2017-02-03,2017-02-04,2017-02-05,2017-02-06,2017-02-07,2017-02-08,2017-02-09,2017-02-10,2017-02-11,2017-02-12,2017-02-13,2017-02-14,2017-02-15,2017-02-16,2017-02-17,2017-02-18,2017-02-19,2017-02-20,2017-02-21,2017-02-22,2017-02-23,2017-02-24,2017-02-25,2017-02-26,2017-02-27,2017-02-28,2017-03-01,2017-03-02,2017-03-03,2017-03-04,2017-03-05,2017-03-06,2017-03-07,2017-03-08,2017-03-09,2017-03-10,2017-03-11,2017-03-12,2017-03-13,2017-03-14,2017-03-15,2017-03-16,2017-03-17,2017-03-18,2017-03-19,2017-03-20,2017-03-21,2017-03-22,2017-03-23,2017-03-24,2017-03-25,2017-03-26,2017-03-27,2017-03-28,2017-03-29,2017-03-30,2017-03-31,2017-04-01,2017-04-02,2017-04-03,2017-04-04,2017-04-05,2017-04-06,2017-04-07,2017-04-08,2017-04-09,2017-04-10,2017-04-11,2017-04-12,2017-04-13,2017-04-14,2017-04-15,2017-04-16,2017-04-17,2017-04-18,2017-04-19,2017-04-20,2017-04-21,2017-04-22,2017-04-23,2017-04-24,2017-04-25,2017-04-26,2017-04-27,2017-04-28,2017-04-29,2017-04-30,2017-05-01,2017-05-02,2017-05-03,2017-05-04,2017-05-05,2017-05-06,2017-05-07,2017-05-08,2017-05-09,2017-05-10,2017-05-11,2017-05-12,2017-05-13,2017-05-14,2017-05-15,2017-05-16,2017-05-17,2017-05-18,2017-05-19,2017-05-20,2017-05-21,2017-05-22,2017-05-23,2017-05-24,2017-05-25,2017-05-26,2017-05-27,2017-05-28,2017-05-29,2017-05-30,2017-05-31,2017-06-01,2017-06-02,2017-06-03,2017-06-04,2017-06-05,2017-06-06,2017-06-07,2017-06-08,2017-06-09,2017-06-10,2017-06-11,2017-06-12,2017-06-13,2017-06-14,2017-06-15,2017-06-16,2017-06-17,2017-06-18,2017-06-19,2017-06-20,2017-06-21,2017-06-22,2017-06-23,2017-06-24,2017-06-25,2017-06-26,2017-06-27,2017-06-28,2017-06-29,2017-06-30,2017-07-01,2017-07-02,2017-07-03
nutrition,92.344,92.345,92.3459,92.3465,92.3472,92.3547,92.1493,92.1493,92.1493,92.1493,92.1493,92.1493,92.1493,92.1493,92.1493,92.1493,92.1493,92.1493,92.1493,92.1493,92.1493,92.1493,92.1493,92.1493,92.1493,92.1493,92.1493,92.1493,92.1493,92.1493,92.1493,92.1493,92.1493,92.1493,92.1493,92.1493,92.1493,92.1493,92.1493,92.1493,92.1493,92.1493,92.1493,92.1493,92.1493,92.1493,92.1493,92.1493,92.1493,92.1493,92.1493,92.1493,92.1493,92.1493,88.9773,88.9773,88.4651,88.4977,88.5173,87.2644,87.4029,86.7377,86.8633,86.5045,86.6022,86.6706,86.7224,86.7842,74.3085,76.4002,81.0829,80.8806,80.8984,80.1094,80.1845,78.8534,78.9558,76.18,76.0666,75.9753,75.894,75.3931,85.6334,85.6334,85.6334,85.6334,85.6334,85.6334,85.6334,85.489,85.5025,85.3448,85.3674,85.3818,85.1996,85.2329,85.0416,85.0714,85.0912,85.1056,85.1213,52.483,57.3894,48.9828,51.2847,68.3502,66.4812,65.7087,26.8889,29.5487,49.2035,46.4105,63.4291,59.9556,57.5942,49.6459,50.5594,69.2028,67.1139,63.2707,62.0212,60.0874,76.2006,76.3735,82.7049,81.7796,80.1587,79.4426,78.3563,86.6067,86.6208,86.5934,86.5968,73.9878,75.4701,76.423,71.0433,72.2025,68.4552,68.9202,69.2672,69.5437,69.9883,65.9963,65.9882,65.9813,65.9653,66.1752,66.1737,66.1646,66.3836,66.3836,66.3836,66.3836,66.3836,66.3836,66.3836,66.3836,66.3836,66.3836,66.3836,66.3836,66.3836,66.3836,88.0999,88.0999,87.9709,87.979,66.6173,69.2702,70.8104,81.6462,80.8919,84.3727,83.778,83.3987,83.1379,83.0017,85.5924,85.0631,84.2184,83.5407,88.2791,88.2659,88.2565,88.315,88.306,88.3185,88.3155,79.6067,80.8551,81.6971,85.4675,85.1461,68.816,71.3923,71.3651,71.7964,72.3174,70.0142,70.1255,70.2214,70.3147,52.3419,54.5408,56.452,76.9807,74.3423,73.1282,72.9756,71.7118,71.7243,71.6824,71.6197,71.5567,71.4754,71.2704,74.4128,74.6511,75.0582,85.1945,83.778,78.1987,78.5243,75.8715,76.4137,76.7445,76.9637,77.0655,74.3412,74.9136,73.579,73.9826,74.4441,71.6165,71.6172,71.6048,71.6057,71.5813,71.5803,71.5795,71.5788,71.5745,71.6784,71.6784,71.6784,71.6784,71.6784,71.6784,71.6784,71.6784,71.6784,71.6784,71.6784,71.6784,71.6784,71.6784,71.6784,71.6784,71.6784,71.6784,71.6784,72.2901,72.2901,72.2901,72.2901,49.2868,50.8628,51.9195,67.7154,66.5328,71.2633,70.4303,69.8737,69.474,69.2076,54.347,55.9575,68.7985,67.5472,85.2288,83.5872,82.4839,67.3096,69.2833,74.3107,74.0684,73.9763,73.9319,73.6802,77.5571,77.7125,78.645,78.7677,74.4121,73.9203,73.1875,79.2674,79.2674,79.4832,79.4703,59.7751,61.7963,63.0529,73.7597,73.0155,71.6347,71.2494,89.0712,87.5171,86.4092,85.5777,84.8801,82.5026,82.4164,86.0578,86.3453,86.4735,93.3925,93.0496,92.8243,92.705,91.7665,91.5878,91.4426,93.3064,93.0472,94.2281,94.2586,94.2824,94.3017,94.3347,61.1005,64.2329,86.463,85.6039,85.1707,84.9406,84.9859,81.1858,80.8943,80.6591,80.463,80.3045,80.1627,79.2791,80.9897
stress,80.5343,80.4544,80.3835,80.3332,80.2756,79.6656,91.6551,91.6551,91.6551,91.6551,91.6551,91.6551,91.6551,91.6551,91.6551,91.6551,91.6551,91.6551,91.6551,91.6551,91.6551,91.6551,91.6551,91.6551,91.6551,91.6551,91.6551,91.6551,91.6551,91.6551,91.6551,91.6551,91.6551,91.6551,91.6551,91.6551,91.6551,91.6551,91.6551,91.6551,91.6551,91.6551,91.6551,91.6551,91.6551,91.6551,91.6551,91.6551,91.6551,91.6551,91.6551,91.6551,91.6551,91.6551,28.724,28.724,51.6898,50.0957,49.1417,59.5683,58.2637,62.3715,61.4581,73.5856,71.8097,70.636,69.7817,68.7975,69.4542,69.932,91.2672,89.7482,88.6025,89.5089,88.8865,90.9474,90.6789,91.882,91.7738,91.686,91.6072,91.109,92.1281,92.7409,90.4044,90.4044,90.4044,57.7333,60.7602,65.0859,65.5608,66.5057,66.6909,66.8919,67.1566,67.4533,65.4608,65.0865,64.8179,64.6091,64.2711,77.2597,75.9577,71.8105,72.0084,70.111,70.4722,70.6582,69.2962,69.6292,77.5131,76.722,72.5053,72.8645,73.118,69.6407,69.9467,88.9922,87.1515,87.1895,86.4411,85.7639,87.3173,87.0078,75.2324,76.7531,79.2197,80.0942,80.5567,90.5669,90.3586,87.4564,86.9269,83.8506,83.9717,84.0005,89.1309,88.5001,90.834,90.6936,90.601,90.5357,90.511,90.0199,89.9622,89.9119,89.76,91.8154,91.8167,91.8247,91.6299,91.6299,91.6299,91.6299,91.6299,91.6299,91.6299,91.6299,91.6299,91.6299,91.6299,91.6299,91.6299,91.6299,39.1404,39.1404,69.5409,67.8344,75.2205,74.1672,73.4526,67.734,68.1654,75.2454,74.4394,73.9414,73.5921,73.0746,69.2117,70.4828,69.7626,70.3622,91.3179,89.7586,88.4823,93.9737,93.3935,93.8839,93.646,78.8841,81.2528,82.461,73.4648,75.8452,69.8374,72.0105,64.35,65.2565,66.3129,59.7992,59.7912,59.7845,59.7698,59.84,59.8514,59.8599,70.8327,69.5999,74.7341,73.9033,67.9409,68.6254,68.9848,69.1971,69.3345,74.6998,73.9579,75.0461,74.8643,74.7708,77.3758,76.9705,85.4052,84.3292,88.1732,87.7789,87.5021,87.2934,87.0589,83.3699,83.9945,74.1884,75.9283,77.0236,77.5635,78.3567,75.3245,75.9779,69.3419,69.4344,69.5086,69.5745,69.9758,59.6304,59.6304,59.6304,59.6304,59.6304,59.6304,59.6304,59.6304,59.6304,59.6304,59.6304,59.6304,59.6304,59.6304,59.6304,59.6304,59.6304,59.6304,59.6304,35.1932,35.1932,35.1932,35.1932,70.112,68.008,66.5626,74.1651,73.0679,66.0842,66.4536,66.568,66.5762,66.234,79.0846,78.3467,69.9471,70.897,65.836,66.6165,67.2053,63.1459,63.6102,62.4815,62.9272,63.2472,63.4958,63.9099,60.1377,60.1377,76.3389,74.6116,75.3068,74.5431,73.7639,76.7617,76.1234,65.2844,66.5708,63.3057,64.0376,64.5921,62.7774,63.4071,60.5922,60.5784,61.4324,61.3238,61.2532,61.2031,61.1563,63.1187,62.8787,63.088,62.999,62.9014,64.8807,64.7336,64.6292,64.5198,65.0636,65.0431,65.0268,85.1313,83.7694,85.2044,84.7112,84.3123,83.978,83.3877,71.7018,73.2251,69.4106,70.2976,70.9641,71.4944,72.2584,65.6476,65.6461,65.6449,65.6439,65.6431,65.6424,65.6381,65.9104
sleepQuantity,85.6387,85.6149,85.5938,85.5788,85.5617,85.3816,89.6091,89.6091,89.6091,89.6091,89.6091,89.6091,89.6091,89.6091,89.6091,89.6091,89.6091,89.6091,89.6091,89.6091,89.6091,89.6091,89.6091,89.6091,89.6091,89.6091,89.6091,89.6091,89.6091,89.6091,89.6091,89.6091,89.6091,89.6091,89.6091,89.6091,89.6091,89.6091,89.6091,89.6091,89.6091,89.6091,89.6091,89.6091,89.6091,89.6091,89.6091,89.6091,89.6091,89.6091,89.6091,89.6091,89.6091,89.6091,41.8748,41.8748,46.5909,46.2869,46.105,61.6362,60.05,65.5704,64.4574,57.0926,57.6154,57.8284,57.9116,57.7953,69.3611,68.1218,61.2594,62.144,62.7079,61.8256,62.1065,60.1492,59.9776,63.5623,63.6765,63.768,63.8493,64.345,42.6497,43.1782,41.3753,41.3753,41.3753,78.7965,77.1261,88.6315,87.6544,92.6131,91.9302,91.4322,90.0221,89.8604,90.2193,90.5004,90.6674,90.7768,90.8088,84.5775,86.0154,80.6325,81.9198,77.0044,77.5319,78.0084,82.7885,82.1472,59.8787,62.8542,82.1269,80.5847,79.677,69.8464,71.1806,61.0678,63.099,63.2696,64.115,65.0235,60.3005,60.1462,60.8443,62.2671,54.0919,53.8543,53.6943,80.0324,77.8584,80.5521,79.8927,84.6201,84.0293,83.5828,69.8062,71.3752,74.4499,74.8832,75.2554,75.5672,75.9757,73.3342,73.4252,73.5105,73.8986,66.8424,66.7812,66.4052,74.7472,74.7472,74.7472,74.7472,74.7472,74.7472,74.7472,74.7472,74.7472,74.7472,74.7472,74.7472,74.7472,74.7472,96.3209,96.3209,81.3634,83.0419,70.2768,72.3353,73.6258,60.6582,62.9596,60.4404,61.6694,62.5832,63.3045,64.4548,83.3712,80.3942,79.9109,78.2385,57.8762,60.4417,61.7681,86.3128,84.6745,86.1762,85.7675,79.2047,79.9373,80.5631,59.2787,61.6428,61.9081,62.5131,75.5744,74.7424,74.5745,70.1785,69.7421,69.4199,69.2273,80.0035,78.7027,77.5005,69.9787,71.2157,58.63,61.1329,79.2839,77.6928,76.7889,76.2206,75.8344,85.3014,84.1106,83.0504,82.3311,81.576,70.4326,72.0236,68.2277,70.1862,70.8828,70.8488,70.9367,71.0658,71.4891,62.6547,63.0025,74.9567,73.6433,72.731,73.6833,73.1932,75.2793,75.1256,75.2809,75.1725,75.0852,75.0074,74.528,84.3362,84.3362,84.3362,84.3362,84.3362,84.3362,84.3362,84.3362,84.3362,84.3362,84.3362,84.3362,84.3362,84.3362,84.3362,84.3362,84.3362,84.3362,84.3362,59.6692,59.6692,59.6692,59.6692,59.6692,59.6692,59.6692,55.3989,55.825,50.4218,51.1871,51.68,52.0303,52.3714,27.298,29.885,48.1623,46.8555,54.8717,53.2445,52.216,58.4541,57.0933,57.554,57.1647,56.8244,56.5269,55.8521,62.9799,63.0957,65.2632,64.9857,64.5957,64.422,64.3094,63.8049,63.5363,66.8956,66.8835,57.6206,58.4945,59.0402,55.1859,55.9207,54.9427,55.1711,53.4901,53.7854,53.9961,54.1589,54.4403,65.4886,63.8894,64.5429,63.8771,63.2095,87.684,86.3391,84.6656,84.1763,86.1957,86.1363,86.0741,52.2063,57.7544,59.2228,61.7368,63.5681,64.9744,66.8623,86.0422,84.2135,91.7529,90.8117,90.0643,89.4406,88.5276,93.9172,93.8943,93.876,93.8608,93.8486,93.8378,93.7709,63.7604
sleepQuality,76.0258,75.9493,75.8816,75.8334,75.7785,75.1987,87.7146,87.7146,87.7146,87.7146,87.7146,87.7146,87.7146,87.7146,87.7146,87.7146,87.7146,87.7146,87.7146,87.7146,87.7146,87.7146,87.7146,87.7146,87.7146,87.7146,87.7146,87.7146,87.7146,87.7146,87.7146,87.7146,87.7146,87.7146,87.7146,87.7146,87.7146,87.7146,87.7146,87.7146,87.7146,87.7146,87.7146,87.7146,87.7146,87.7146,87.7146,87.7146,87.7146,87.7146,87.7146,87.7146,87.7146,87.7146,64.7923,64.7923,65.4807,65.4379,65.4122,79.0499,77.8663,60.4283,62.23,67.9315,67.6871,67.604,67.5751,67.5456,70.9057,70.4998,58.1472,59.8043,61.0394,57.4409,57.5235,61.0814,61.6018,57.6923,57.8343,57.9483,58.0495,58.6674,20.5952,21.6432,18.2184,18.2184,18.2184,45.4057,43.2509,78.2249,75.2509,89.4013,87.6418,86.3258,91.1466,89.9601,93.194,92.9731,92.7967,92.6497,92.3805,90.4495,91.1639,92.2838,92.4032,78.1363,80.6048,82.161,87.714,87.2117,63.9677,67.331,81.9426,80.9888,80.5562,68.2094,70.1744,60.9303,62.1779,64.3189,65.0641,66.0117,59.3624,59.1082,86.4986,84.986,81.9822,80.6911,79.3258,84.0602,83.7253,87.1169,87.3572,90.6519,90.4292,90.2941,80.5634,82.0487,75.4958,76.4989,77.1639,77.6431,78.0742,77.1013,77.3204,77.5084,78.0498,69.1643,69.164,69.1621,69.2078,69.2078,69.2078,69.2078,69.2078,69.2078,69.2078,69.2078,69.2078,69.2078,69.2078,69.2078,69.2078,69.2078,90.5368,90.5368,77.4121,78.5282,73.0902,73.9814,74.5614,61.9207,63.8893,65.7677,66.2071,66.5996,66.9383,67.5333,81.641,79.4512,79.1929,78.055,48.5868,52.2453,54.4195,81.1896,79.3722,79.6854,79.0866,63.0454,65.0104,66.5328,65.9849,65.5391,58.9628,59.4962,66.7428,66.7041,67.0385,62.4545,62.2435,62.0803,61.802,79.2458,77.7681,76.6625,72.874,72.9042,62.0942,63.9399,82.7865,81.3875,80.5824,80.0699,79.7183,88.4485,87.3752,86.8073,86.2081,85.6016,66.8899,69.687,62.1057,64.9703,66.505,66.4287,66.5443,66.7266,67.3507,54.6934,55.1404,63.9832,62.9932,62.2943,63.5347,63.1718,65.5501,65.6196,63.4708,63.3759,63.2996,63.2317,62.8153,72.1853,72.1853,72.1853,72.1853,72.1853,72.1853,72.1853,72.1853,72.1853,72.1853,72.1853,72.1853,72.1853,72.1853,72.1853,72.1853,72.1853,72.1853,72.1853,52.713,52.713,52.713,52.713,68.5512,67.5768,66.9183,59.0146,59.6,45.927,47.6582,48.737,49.4793,50.0496,39.3273,40.7542,60.4359,58.6097,82.1325,79.1164,76.9009,67.9417,68.4029,55.6911,58.2373,59.7683,60.7844,61.2498,66.3018,67.0696,60.4113,61.6522,52.4833,52.0457,51.7823,50.1348,49.4283,73.8659,73.0166,52.5895,54.2345,55.1886,69.5589,68.1806,68.5654,68.1105,64.3573,64.6652,64.8296,64.926,65.1391,83.9096,81.7381,84.4933,83.8701,83.3348,88.9721,88.471,88.0822,87.561,90.9787,90.9885,90.9963,57.3338,62.0502,57.0304,58.8215,60.2122,61.3391,63.2452,84.8278,83.0502,86.8316,86.0081,85.3463,84.792,83.9439,89.8609,89.8646,89.8675,89.87,89.8719,89.8737,89.8843,64.7009
soreness,70.577,70.6298,70.6764,70.7095,70.7472,71.1396,59.4973,59.4973,59.4973,59.4973,59.4973,59.4973,59.4973,59.4973,59.4973,59.4973,59.4973,59.4973,59.4973,59.4973,59.4973,59.4973,59.4973,59.4973,59.4973,59.4973,59.4973,59.4973,59.4973,59.4973,59.4973,59.4973,59.4973,59.4973,59.4973,59.4973,59.4973,59.4973,59.4973,59.4973,59.4973,59.4973,59.4973,59.4973,59.4973,59.4973,59.4973,59.4973,59.4973,59.4973,59.4973,59.4973,59.4973,59.4973,97.8355,97.8355,96.4551,96.5814,96.6539,94.815,95.089,90.5632,91.4048,91.7827,92.0184,92.2078,92.3618,92.5826,85.8975,86.7923,75.4279,77.2241,78.499,76.5776,77.1415,76.5497,77.2164,70.428,70.5209,70.5954,70.6615,71.0645,60.7625,60.7625,60.7625,60.7625,60.7625,86.6083,85.4612,79.2897,79.4724,66.2207,67.872,68.8271,62.5338,63.7472,71.8554,71.3556,71.1567,71.0857,71.3164,83.9076,81.9105,69.9105,70.6616,44.5896,48.5073,50.9833,58.7085,58.7736,51.4645,52.1661,67.1433,65.3486,64.5775,71.4146,69.1852,75.6365,73.8101,77.7386,77.3123,76.8857,78.2014,77.6846,83.0762,83.0873,83.0705,83.074,83.078,90.356,89.7672,90.2895,90.0777,76.0606,77.7208,78.7446,81.378,81.4033,64.0456,66.4035,67.8449,68.8391,69.9353,63.5232,63.7605,63.9475,64.1243,63.7694,63.907,64.7448,43.7099,43.7099,43.7099,43.7099,43.7099,43.7099,43.7099,43.7099,43.7099,43.7099,43.7099,43.7099,43.7099,43.7099,93.9582,93.9582,56.6361,60.3116,67.8474,68.0255,68.2828,78.8955,77.8608,66.7449,67.9801,68.6603,69.0961,69.7631,78.122,76.0575,79.4676,78.9136,84.0495,83.4772,83.0945,84.504,83.9323,86.352,86.3664,86.2254,86.2479,86.268,86.4804,86.4499,86.3658,86.3679,86.0222,86.064,86.0884,86.1024,86.1147,86.1238,86.1308,85.1917,85.3088,85.4017,84.8779,84.9447,77.018,78.0855,81.5203,81.2829,81.1818,81.1356,81.1146,74.5529,75.6035,74.9644,75.3454,75.7467,70.9826,71.3255,80.8223,80.1177,82.7583,82.1314,81.6931,81.3634,80.9937,84.4485,84.2066,76.451,77.4545,77.9768,79.4067,79.8546,78.559,78.8969,76.2414,76.3329,76.4062,76.4712,76.8665,66.298,66.298,66.298,66.298,66.298,66.298,66.298,66.298,66.298,66.298,66.298,66.298,66.298,66.298,66.298,66.298,66.298,66.298,66.298,96.6206,96.6206,96.6206,96.6206,42.594,47.4103,50.8612,75.0325,73.8809,79.8788,79.0782,78.5929,78.2841,78.4536,80.0952,78.8511,54.6435,57.0729,64.0435,64.9487,65.8753,64.5837,64.816,75.5392,73.8711,72.8267,72.1087,71.7349,68.5343,67.5536,70.1259,70.6804,72.0667,72.4614,72.6517,74.9545,75.63,84.7448,83.9329,75.1435,75.6934,75.953,83.2754,82.4614,83.5469,83.3603,85.6475,85.3278,85.1091,84.9486,84.86,85.8463,85.4995,87.1183,87.1422,87.171,86.8752,86.8873,86.8963,86.9076,86.8271,86.8271,86.8271,86.4949,86.528,86.4945,86.5071,86.517,86.5251,86.539,86.2124,86.2219,86.0937,86.1085,86.1186,86.126,86.135,86.078,86.0792,86.0802,86.081,86.0817,86.0822,86.0858,85.8604
overall,86.9005,86.901,86.9015,86.9019,86.9023,86.9064,86.7942,86.7942,86.7942,86.7942,86.7942,86.7942,86.7942,86.7942,86.7942,86.7942,86.7942,86.7942,86.7942,86.7942,86.7942,86.7942,86.7942,86.7942,86.7942,86.7942,86.7942,86.7942,86.7942,86.7942,86.7942,86.7942,86.7942,86.7942,86.7942,86.7942,86.7942,86.7942,86.7942,86.7942,86.7942,86.7942,86.7942,86.7942,86.7942,86.7942,86.7942,86.7942,86.7942,86.7942,86.7942,86.7942,86.7942,86.7942,91.513,91.513,90.7603,90.8094,90.8387,81.9488,83.0898,79.0617,79.9645,78.6617,79.206,79.603,79.9121,80.2927,77.1005,77.3989,73.2029,73.4372,73.565,73.7528,73.8218,73.9625,74.0518,73.4047,73.43,73.4502,73.4683,73.5784,19.3524,20.7277,16.3787,16.3787,16.3787,59.3934,54.4979,68.3105,65.6049,71.8067,70.071,68.7432,73.5765,71.8512,72.5803,72.5803,72.5803,72.5803,72.5803,72.5803,72.5803,72.5803,72.5803,66.366,68.1955,69.3575,74.7765,74.3017,63.5754,64.8295,72.7171,72.0258,71.7213,75.6796,74.8685,64.665,65.636,67.7416,68.2203,68.6708,66.784,66.7163,78.1522,77.4349,76.232,75.7481,75.4757,79.3426,78.4833,81.6844,81.6859,63.0516,65.1584,66.5285,40.8364,44.4874,64.7647,62.8901,61.9268,61.3805,61.3007,56.2634,55.8608,55.5418,55.2116,56.3963,56.1716,54.7961,82.9636,82.9636,82.9636,82.9636,82.9636,82.9636,82.9636,82.9636,82.9636,82.9636,82.9636,82.9636,82.9636,82.9636,95.7868,95.7868,78.9383,80.7673,71.5673,73.14,74.1546,68.2086,69.3987,77.9541,77.3234,77.0239,76.8754,77.11,89.4322,87.5361,88.2334,87.2429,74.8624,76.8217,77.8139,83.1897,83.2569,83.1151,83.2374,71.6191,73.3382,74.7944,79.1298,78.1359,57.179,59.7919,74.1675,73.2267,72.8777,70.7815,70.4849,70.2717,70.004,67.1853,67.7236,68.2896,78.574,76.8912,72.9616,73.8574,68.915,69.458,69.7926,70.0172,70.1798,88.4306,86.6028,87.1474,86.3976,85.828,74.1752,75.3428,82.2198,81.9388,90.4328,89.8577,89.524,89.3148,89.2631,74.8118,76.5536,70.9945,72.3639,73.2307,74.9168,75.6737,73.792,74.7522,62.7483,62.7462,62.7445,62.743,62.7337,62.9559,62.9559,62.9559,62.9559,62.9559,62.9559,62.9559,62.9559,62.9559,62.9559,62.9559,62.9559,62.9559,62.9559,62.9559,62.9559,62.9559,62.9559,62.9559,84.2826,84.2826,84.2826,84.2826,69.2689,70.4795,71.272,81.3759,80.6994,72.5371,73.3526,73.8139,74.1147,74.4505,67.6016,68.213,78.5693,77.4788,81.9818,81.3565,80.9789,72.6437,73.448,68.9145,70.0141,70.7151,71.2044,71.502,72.9202,73.4218,91.281,89.7836,89.0977,88.1636,87.1702,90.6091,89.8831,87.54,88.3257,74.3881,76.4431,77.7728,69.4133,71.4092,66.4343,66.8373,64.0514,64.5594,64.9219,65.2021,65.6903,78.5365,76.6498,77.4498,76.6586,75.851,68.0527,69.0856,69.7288,70.0591,72.4236,72.8329,73.157,64.9628,66.1031,61.7765,61.7943,61.8083,61.8197,61.8393,62.1329,62.1013,80.0348,78.6942,77.8154,77.1841,76.5365,79.303,79.1311,78.993,78.8783,78.7859,78.7035,78.194,66.2676
